node,date,day,hour,minute,speed
87,2021/6/1,1,1,30,95.019
88,2021/6/1,1,1,30,90.508
89,2021/6/1,1,1,30,81.252
90,2021/6/1,1,1,30,7.842
91,2021/6/1,1,1,30,35.726
92,2021/6/1,1,1,30,62.942
93,2021/6/1,1,1,30,11.101
94,2021/6/1,1,1,30,87.849
95,2021/6/1,1,1,30,109.287
96,2021/6/1,1,1,30,52.233
97,2021/6/1,1,1,30,71.605
98,2021/6/1,1,1,30,83.902
99,2021/6/1,1,1,30,87.184
100,2021/6/1,1,1,30,43.092
101,2021/6/1,1,1,30,52.662
102,2021/6/1,1,1,30,106.647
103,2021/6/1,1,1,30,0.41
104,2021/6/1,1,1,30,120.483
105,2021/6/1,1,1,30,98.373
106,2021/6/1,1,1,30,96.058
107,2021/6/1,1,1,30,22.865
0,2021/6/1,1,1,45,45.753
1,2021/6/1,1,1,45,93.733
2,2021/6/1,1,1,45,73.486
3,2021/6/1,1,1,45,100.263
4,2021/6/1,1,1,45,54.741
5,2021/6/1,1,1,45,59.458
6,2021/6/1,1,1,45,56.489
7,2021/6/1,1,1,45,36.878
8,2021/6/1,1,1,45,20.646
9,2021/6/1,1,1,45,34.171
10,2021/6/1,1,1,45,0.929
11,2021/6/1,1,1,45,55.399
12,2021/6/1,1,1,45,108.039
13,2021/6/1,1,1,45,4.119
14,2021/6/1,1,1,45,38.994
15,2021/6/1,1,1,45,93.051
16,2021/6/1,1,1,45,80.268
17,2021/6/1,1,1,45,57.893
18,2021/6/1,1,1,45,47.924
19,2021/6/1,1,1,45,19.649
20,2021/6/1,1,1,45,81.744
21,2021/6/1,1,1,45,80.81
22,2021/6/1,1,1,45,74.821
23,2021/6/1,1,1,45,65.352
24,2021/6/1,1,1,45,29.743
25,2021/6/1,1,1,45,42.861
26,2021/6/1,1,1,45,41.349
27,2021/6/1,1,1,45,53.976
28,2021/6/1,1,1,45,103.638
29,2021/6/1,1,1,45,85.558
30,2021/6/1,1,1,45,80.987
31,2021/6/1,1,1,45,108.259
32,2021/6/1,1,1,45,98.149
33,2021/6/1,1,1,45,126.143
34,2021/6/1,1,1,45,73.081
35,2021/6/1,1,1,45,94.194
36,2021/6/1,1,1,45,93.707
37,2021/6/1,1,1,45,103.388
38,2021/6/1,1,1,45,96.757
39,2021/6/1,1,1,45,97.459
40,2021/6/1,1,1,45,86.687
41,2021/6/1,1,1,45,71.407
42,2021/6/1,1,1,45,3.084
43,2021/6/1,1,1,45,99.355
44,2021/6/1,1,1,45,142.797
45,2021/6/1,1,1,45,109.609
46,2021/6/1,1,1,45,96.961
47,2021/6/1,1,1,45,88.164
48,2021/6/1,1,1,45,51.312
49,2021/6/1,1,1,45,106.306
50,2021/6/1,1,1,45,85.139
51,2021/6/1,1,1,45,91.998
52,2021/6/1,1,1,45,114.117
53,2021/6/1,1,1,45,98.109
54,2021/6/1,1,1,45,87.7
55,2021/6/1,1,1,45,104.319
56,2021/6/1,1,1,45,114.73
57,2021/6/1,1,1,45,104.092
58,2021/6/1,1,1,45,85.359
59,2021/6/1,1,1,45,88.58
60,2021/6/1,1,1,45,84.298
61,2021/6/1,1,1,45,88.371
62,2021/6/1,1,1,45,104.486
63,2021/6/1,1,1,45,100.418
64,2021/6/1,1,1,45,107.828
65,2021/6/1,1,1,45,64.785
66,2021/6/1,1,1,45,95.726
67,2021/6/1,1,1,45,94.502
68,2021/6/1,1,1,45,102.647
69,2021/6/1,1,1,45,96.93
70,2021/6/1,1,1,45,84
71,2021/6/1,1,1,45,92.726
72,2021/6/1,1,1,45,86.275
73,2021/6/1,1,1,45,73.273
74,2021/6/1,1,1,45,89.646
75,2021/6/1,1,1,45,83.984
76,2021/6/1,1,1,45,92.778
77,2021/6/1,1,1,45,102.308
78,2021/6/1,1,1,45,105.79
79,2021/6/1,1,1,45,109.702
80,2021/6/1,1,1,45,115.357
81,2021/6/1,1,1,45,45.657
82,2021/6/1,1,1,45,103.344
83,2021/6/1,1,1,45,61.476
84,2021/6/1,1,1,45,72.223
85,2021/6/1,1,1,45,43.433
86,2021/6/1,1,1,45,43.18
87,2021/6/1,1,1,45,35.268
88,2021/6/1,1,1,45,70.408
89,2021/6/1,1,1,45,88.159
90,2021/6/1,1,1,45,9.523
91,2021/6/1,1,1,45,59.002
92,2021/6/1,1,1,45,82.446
93,2021/6/1,1,1,45,0.964
94,2021/6/1,1,1,45,62.49
95,2021/6/1,1,1,45,105.927
96,2021/6/1,1,1,45,59.037
97,2021/6/1,1,1,45,68.848
98,2021/6/1,1,1,45,54.849
99,2021/6/1,1,1,45,81.397
100,2021/6/1,1,1,45,45.795
101,2021/6/1,1,1,45,51.212
102,2021/6/1,1,1,45,115.841
103,2021/6/1,1,1,45,0.491
104,2021/6/1,1,1,45,110.525
105,2021/6/1,1,1,45,85.791
106,2021/6/1,1,1,45,90.758
107,2021/6/1,1,1,45,42.498
